sample,roi_id,cell_id,path,Image,User,Stage.Labels,Quality,Notes,Time,cell_area
ROI6_aaccmnkf-1,ROI6,aaccmnkf-1,results,ROI6_aaccmnkf-1.png,Taylor,transitioning,good,end of follicle,20:18.7,474.637361
ROI6_aacgghcm-1,ROI6,aacgghcm-1,results,ROI6_aacgghcm-1.png,Taylor,transitioning,good,edge of follicle,20:28.3,201.2162573
ROI6_aajjphef-1,ROI6,aajjphef-1,results,ROI6_aajjphef-1.png,Taylor,transitioning,good,,20:35.8,374.6614198
ROI6_aanojfkf-1,ROI6,aanojfkf-1,results,ROI6_aanojfkf-1.png,Taylor,transitioning,good,,20:42.7,700.7798692
ROI6_aaokeeoa-1,ROI6,aaokeeoa-1,results,ROI6_aaokeeoa-1.png,Taylor,primordial,good,,20:50.5,417.3792339
ROI6_aapckcpj-1,ROI6,aapckcpj-1,results,ROI6_aapckcpj-1.png,Taylor,transitioning,good,right side oocyte,21:08.8,280.6009477
ROI6_abafckce-1,ROI6,abafckce-1,results,ROI6_abafckce-1.png,Taylor,transitioning,good,,21:16.6,455.807204
ROI6_abbcalon-1,ROI6,abbcalon-1,results,ROI6_abbcalon-1.png,Taylor,transitioning,okay,very edge,21:32.9,321.2867304
ROI6_abblkcdd-1,ROI6,abblkcdd-1,results,ROI6_abblkcdd-1.png,Taylor,primordial,good,,21:43.2,465.3351731
ROI6_aegniemp-1,ROI6,aegniemp-1,results,ROI6_aegniemp-1.png,Taylor,other,poor,50/50 oocyte/GC,21:59.9,294.1929794
ROI6_bimfdnjj-1,ROI6,bimfdnjj-1,results,ROI6_bimfdnjj-1.png,Taylor,other,poor,50/50 oocyte and GC,22:12.3,285.6132916
ROI6_binnjogh-1,ROI6,binnjogh-1,results,ROI6_binnjogh-1.png,Taylor,early transitioning,good,,22:20.2,364.0497007
ROI6_cbndcgdi-1,ROI6,cbndcgdi-1,results,ROI6_cbndcgdi-1.png,Taylor,other,poor,poor quality oocyte,22:33.0,453.278454
ROI6_cjfpbmfi-1,ROI6,cjfpbmfi-1,results,ROI6_cjfpbmfi-1.png,Taylor,other,poor,50/50 oocyte and GC,22:43.2,210.8796952
ROI6_ddoopkig-1,ROI6,ddoopkig-1,results,ROI6_ddoopkig-1.png,Taylor,early transitioning,poor,weird segmentation,23:04.5,325.2604806
ROI6_eaamjoch-1,ROI6,eaamjoch-1,results,ROI6_eaamjoch-1.png,Taylor,other,poor,poor oocyte quality,23:14.4,494.5061117
ROI6_eiojcpmb-1,ROI6,eiojcpmb-1,results,ROI6_eiojcpmb-1.png,Taylor,other,terrible,not great segmentation,23:22.9,239.5539149
ROI6_eponcojg-1,ROI6,eponcojg-1,results,ROI6_eponcojg-1.png,Taylor,other,poor,a lot of GC,23:29.9,410.0187649
ROI6_jnmpbnpa-1,ROI6,jnmpbnpa-1,results,ROI6_jnmpbnpa-1.png,Taylor,primordial,good,overreaching into one GC,24:01.1,737.4919018
